Source: Inter-Parliamentary Union Open Data,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Date: 2023-01-08,,,,,,,,,
Ranking as of 1st November 2019,,,,,,,,,
,,,,,,,,,
Rank,Country,Lower or single House,,,,Upper chamber,,,
,,Elections,Seats*,Women,% W,Elections,Seats*,Women,% W
1,Rwanda,09.2018,80,49,61.3,09.2019,26,10,38.5
2,Cuba,03.2018,605,322,53.2,-,-,-,-
3,Bolivia (Plurinational State of),10.2019,130,69,53.1,10.2019,36,17,47.2
4,Andorra,04.2019,28,14,50,-,-,-,-
5,Mexico,07.2018,500,241,48.2,07.2018,128,63,49.2
6,Spain,04.2019,350,166,47.4,04.2019,261,103,39.5
7,Sweden,09.2018,349,165,47.3,-,-,-,-
8,Finland,04.2019,200,94,47,-,-,-,-
9,Grenada,03.2018,15,7,46.7,04.2018,13,4,30.8
10,Namibia,11.2014,104,48,46.2,12.2015,42,10,23.8
11,South Africa,05.2019,395,181,45.8,05.2019,53,20,37.7
12,Costa Rica,02.2018,57,26,45.6,-,-,-,-
13,Nicaragua,11.2016,92,41,44.6,-,-,-,-
14,Belgium,05.2019,150,63,42,07.2019,60,28,46.7
15,Senegal,07.2017,165,69,41.8,-,-,-,-
16,Switzerland,10.2019,200,83,41.5,10.2019,46,12,26.1
17,Mozambique,10.2019,250,103,41.2,-,-,-,-
18,New Zealand,09.2017,120,49,40.8,-,-,-,-
“,Norway,09.2017,169,69,40.8,-,-,-,-
20,Argentina,10.2019,254,102,40.2,10.2019,72,28,38.9
21,France,06.2017,577,229,39.7,09.2017,348,112,32.2
22,Austria,09.2019,183,72,39.3,-,61,22,36.1
23,North Macedonia,12.2016,120,47,39.2,-,-,-,-
24,Denmark,06.2019,179,70,39.1,-,-,-,-
25,Ethiopia,05.2015,547,212,38.8,10.2015,153,49,32
26,Portugal,10.2019,230,89,38.7,-,-,-,-
27,Timor-Leste,05.2018,65,25,38.5,-,-,-,-
28,Iceland,10.2017,63,24,38.1,-,-,-,-
29,Ecuador,02.2017,137,52,38,-,-,-,-
30,Serbia,04.2016,247,93,37.7,-,-,-,-
31,United Republic of Tanzania,10.2015,393,145,36.9,-,-,-,-
32,Burundi,06.2015,121,44,36.4,07.2015,39,18,46.2
33,Italy,03.2018,630,225,35.7,03.2018,320,110,34.4
34,United Arab Emirates,10.2019,20,7,35,-,-,-,-
35,Uganda,02.2016,459,160,34.9,-,-,-,-
36,Belarus,09.2016,110,38,34.6,09.2016,56,17,30.4
37,Monaco,02.2018,24,8,33.3,-,-,-,-
38,Nepal,11.2017,275,90,32.7,02.2018,59,22,37.3
39,United Kingdom,06.2017,650,208,32,-,789,208,26.4
40,Guyana,05.2015,69,22,31.9,-,-,-,-
“,Zimbabwe,07.2018,270,86,31.9,07.2018,80,35,43.8
42,Suriname,05.2015,51,16,31.4,-,-,-,-
43,Netherlands,03.2017,150,47,31.3,05.2019,75,29,38.7
44,Cameroon,09.2013,180,56,31.1,03.2018,100,26,26
45,El Salvador,03.2018,84,26,31,-,-,-,-
“,Trinidad and Tobago,09.2015,42,13,31,09.2015,31,11,35.5
47,Germany,09.2017,709,219,30.9,-,69,27,39.1
48,Australia,05.2019,151,46,30.5,05.2019,76,37,48.7
49,Angola,08.2017,220,66,30,-,-,-,-
“,Latvia,10.2018,100,30,30,-,-,-,-
“,Peru,04.2016,130,39,30,-,-,-,-
52,Estonia,03.2019,101,30,29.7,-,-,-,-
53,Albania,06.2017,122,36,29.5,-,-,-,-
54,Canada,10.2019,338,98,29,-,105,49,46.7
55,Poland,10.2019,460,132,28.7,10.2019,100,24,24
56,South Sudan,08.2016,383,109,28.5,08.2011,50,6,12
57,Montenegro,10.2016,81,23,28.4,-,-,-,-
58,Philippines,05.2019,304,85,28,05.2019,24,7,29.2
59,Afghanistan,10.2018,244,68,27.9,01.2015,68,17,25
60,Slovenia,06.2018,90,25,27.8,11.2017,40,4,10
61,Lao People's Democratic Republic,03.2016,149,41,27.5,-,-,-,-
62,Kazakhstan,03.2016,107,29,27.1,06.2017,47,5,10.6
63,Dominican Republic,05.2016,190,51,26.8,05.2016,32,3,9.4
64,Viet Nam,05.2016,494,132,26.7,-,-,-,-
65,Djibouti,02.2018,65,17,26.2,-,-,-,-
66,Algeria,05.2017,462,119,25.8,12.2018,132,9,6.8
“,Bulgaria,03.2017,240,62,25.8,-,-,-,-
68,Republic of Moldova,02.2019,101,26,25.7,-,-,-,-
69,Iraq,05.2018,329,83,25.2,-,-,-,-
70,Dominica,12.2014,32,8,25,-,-,-,-
“,Luxembourg,10.2018,60,15,25,-,-,-,-
“,San Marino,11.2016,60,15,25,-,-,-,-
“,Turkmenistan,03.2018,124,31,25,-,-,-,-
74,China,03.2018,2975,742,24.9,-,-,-,-
75,Somalia,10.2016,275,67,24.4,10.2016,54,13,24.1
76,Cabo Verde,03.2016,72,17,23.6,-,-,-,-
“,United States of America,11.2018,432,102,23.6,11.2018,100,25,25
78,Armenia,12.2018,132,31,23.5,-,-,-,-
79,Israel,09.2019,120,28,23.3,-,-,-,-
“,Lesotho,06.2017,120,28,23.3,07.2017,32,7,21.9
81,Singapore,09.2015,100,23,23,-,-,-,-
82,Malawi,05.2019,192,44,22.9,-,-,-,-
83,Guinea,09.2013,114,26,22.8,-,-,-,-
84,Chile,11.2017,155,35,22.6,11.2017,43,10,23.3
“,Tunisia,10.2019,217,49,22.6,-,-,-,-
86,Czech Republic,10.2017,200,45,22.5,10.2018,81,13,16.1
87,Ireland,02.2016,158,35,22.2,04.2016,60,18,30
“,Venezuela (Bolivarian Republic of),12.2015,167,37,22.2,-,-,-,-
89,Eritrea,02.1994,150,33,22,-,-,-,-
90,Romania,12.2016,329,72,21.9,12.2016,136,19,14
91,Kenya,08.2017,349,76,21.8,08.2017,68,21,30.9
92,Bosnia and Herzegovina,10.2018,42,9,21.4,02.2019,15,3,20
93,Lithuania,10.2016,141,30,21.3,-,-,-,-
94,Seychelles,09.2016,33,7,21.2,-,-,-,-
95,Honduras,11.2017,128,27,21.1,-,-,-,-
“,Panama,05.2019,71,15,21.1,-,-,-,-
97,Equatorial Guinea,11.2017,100,21,21,11.2017,72,12,16.7
98,Greece,07.2019,300,62,20.7,-,-,-,-
99,Bangladesh,12.2018,349,72,20.6,-,-,-,-
100,Croatia,09.2016,151,31,20.5,-,-,-,-
“,Morocco,10.2016,395,81,20.5,10.2015,120,14,11.7
“,Ukraine,07.2019,424,87,20.5,-,-,-,-
103,Mauritania,09.2018,153,31,20.3,-,-,-,-
104,Pakistan,07.2018,341,69,20.2,03.2018,104,20,19.2
105,Barbados,05.2018,30,6,20,06.2018,21,9,42.9
“,Cambodia,07.2018,125,25,20,02.2018,62,11,17.7
“,Slovakia,03.2016,150,30,20,-,-,-,-
108,Saudi Arabia,12.2016,151,30,19.9,-,-,-,-
109,Fiji,11.2018,51,10,19.6,-,-,-,-
110,Guatemala,06.2019,160,31,19.4,-,-,-,-
111,Kyrgyzstan,10.2015,120,23,19.2,-,-,-,-
“,Uruguay,10.2019,99,19,19.2,10.2019,30,8,26.7
113,Tajikistan,03.2015,63,12,19.1,03.2015,32,7,21.9
114,Colombia,03.2018,171,32,18.7,03.2018,105,22,21
115,Zambia,08.2016,167,30,18,-,-,-,-
116,Cyprus,05.2016,56,10,17.9,-,-,-,-
“,Gabon,10.2018,134,24,17.9,12.2014,100,18,18
118,Democratic People's Republic of Korea,03.2019,687,121,17.6,-,-,-,-
119,Jamaica,02.2016,63,11,17.5,03.2016,21,5,23.8
“,Türkiye,06.2018,596,104,17.5,-,-,-,-
121,Indonesia,04.2019,575,100,17.4,-,-,-,-
122,Mongolia,06.2016,75,13,17.3,-,-,-,-
123,Niger,02.2016,171,29,17,-,-,-,-
124,Azerbaijan,11.2015,119,20,16.8,-,-,-,-
125,Republic of Korea,04.2016,300,50,16.7,-,-,-,-
“,Saint Lucia,06.2016,18,3,16.7,07.2016,11,3,27.3
127,Togo,12.2018,91,15,16.5,-,-,-,-
128,Thailand,03.2019,500,81,16.2,05.2019,250,25,10
129,Libya,06.2014,188,30,16,-,-,-,-
“,Uzbekistan,12.2014,150,24,16,01.2015,100,17,17
131,Madagascar,05.2019,151,24,15.9,12.2015,62,12,19.4
132,Russian Federation,09.2016,450,71,15.8,-,170,31,18.2
133,Jordan,09.2016,130,20,15.4,09.2016,65,10,15.4
134,Bahrain,11.2018,40,6,15,12.2018,40,9,22.5
“,Brazil,10.2018,513,77,15,10.2018,81,12,14.8
“,Paraguay,04.2018,80,12,15,04.2018,45,9,20
137,Bhutan,10.2018,47,7,14.9,04.2018,25,4,16
“,Chad,02.2011,168,25,14.9,-,-,-,-
“,Egypt,10.2015,596,89,14.9,-,-,-,-
“,Malta,06.2017,67,10,14.9,-,-,-,-
141,Georgia,10.2016,149,22,14.8,-,-,-,-
142,Sao Tome and Principe,10.2018,55,8,14.6,-,-,-,-
143,India,04.2019,542,78,14.4,01.2018,244,28,11.5
“,Malaysia,05.2018,222,32,14.4,-,68,13,19.1
145,Guinea-Bissau,03.2019,102,14,13.7,-,-,-,-
146,Burkina Faso,11.2015,127,17,13.4,-,-,-,-
147,Saint Kitts and Nevis,02.2015,15,2,13.3,-,-,-,-
148,Syrian Arab Republic,04.2016,250,33,13.2,-,-,-,-
149,Ghana,12.2016,275,36,13.1,-,-,-,-
150,Saint Vincent and the Grenadines,12.2015,23,3,13,-,-,-,-
151,Bahamas,05.2017,39,5,12.8,05.2017,16,7,43.8
152,Hungary,04.2018,199,25,12.6,-,-,-,-
153,Palau,11.2016,16,2,12.5,11.2016,13,2,15.4
154,Liberia,10.2017,73,9,12.3,12.2014,30,3,10
“,Sierra Leone,03.2018,146,18,12.3,-,-,-,-
156,Liechtenstein,02.2017,25,3,12,-,-,-,-
157,Mauritius,12.2014,69,8,11.6,-,-,-,-
158,Congo,07.2017,151,17,11.3,08.2017,69,13,18.8
“,Myanmar,11.2015,433,49,11.3,11.2015,224,27,12.1
160,Antigua and Barbuda,03.2018,18,2,11.1,03.2018,17,9,52.9
161,Côte d'Ivoire,12.2016,255,28,11,03.2018,99,19,19.2
162,Botswana,10.2019,65,7,10.8,-,-,-,-
163,Nauru,08.2019,19,2,10.5,-,-,-,-
164,Gambia (The),04.2017,58,6,10.3,-,-,-,-
165,Japan,10.2017,465,47,10.1,07.2019,245,56,22.9
166,Democratic Republic of the Congo,12.2018,500,50,10,03.2019,109,23,21.1
“,Samoa,03.2016,50,5,10,-,-,-,-
168,Qatar,06.2016,41,4,9.800000000000001,-,-,-,-
169,Mali,11.2013,147,14,9.5,-,-,-,-
170,Belize,11.2015,32,3,9.4,11.2015,13,2,15.4
171,Brunei Darussalam,01.2017,33,3,9.1,-,-,-,-
“,Marshall Islands,11.2015,33,3,9.1,-,-,-,-
173,Central African Republic,02.2016,140,12,8.6,-,-,-,-
174,Tonga,11.2017,27,2,7.4,-,-,-,-
175,Eswatini,09.2018,69,5,7.3,10.2018,30,7,23.3
176,Benin,04.2019,83,6,7.2,-,-,-,-
177,Kiribati,12.2015,46,3,6.5,-,-,-,-
178,Tuvalu,09.2019,16,1,6.3,-,-,-,-
179,Comoros,01.2015,33,2,6.1,-,-,-,-
180,Iran (Islamic Republic of),02.2016,289,17,5.9,-,-,-,-
181,Sri Lanka,08.2015,225,12,5.3,-,-,-,-
182,Lebanon,05.2018,128,6,4.7,-,-,-,-
183,Kuwait,11.2016,65,3,4.6,-,-,-,-
“,Maldives,04.2019,87,4,4.6,-,-,-,-
185,Solomon Islands,04.2019,49,2,4.1,-,-,-,-
186,Nigeria,02.2019,355,12,3.4,02.2019,107,7,6.5
187,Haiti,08.2015,118,3,2.5,11.2016,28,1,3.6
188,Oman,10.2019,86,2,2.3,11.2015,85,14,16.5
189,Yemen,04.2003,301,1,0.3,04.2001,111,3,2.7
190,Micronesia (Federated States of),03.2019,14,0,0,-,-,-,-
“,Papua New Guinea,06.2017,111,0,0,-,-,-,-
“,Vanuatu,01.2016,52,0,0,-,-,-,-
Suspended,Sudan,-,-,-,-,-,-,-,-
