Source: Inter-Parliamentary Union Open Data,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Date: 2023-02-19,,,,,,,,,
Ranking as of 1st May 2019,,,,,,,,,
,,,,,,,,,
Rank,Country,Lower or single House,,,,Upper chamber,,,
,,Elections,Seats*,Women,% W,Elections,Seats*,Women,% W
1,Rwanda,09.2018,80,49,61.3,09.2011,26,10,38.5
2,Cuba,03.2018,605,322,53.2,-,-,-,-
3,Bolivia (Plurinational State of),10.2014,130,69,53.1,10.2014,36,17,47.2
4,Mexico,07.2018,500,241,48.2,07.2018,128,63,49.2
5,Spain,04.2019,350,166,47.4,04.2019,231,90,39
6,Sweden,09.2018,349,165,47.3,-,-,-,-
7,Finland,04.2019,200,94,47,-,-,-,-
8,Grenada,03.2018,15,7,46.7,04.2018,13,4,30.8
9,Namibia,11.2014,104,48,46.2,12.2015,42,10,23.8
10,Costa Rica,02.2018,57,26,45.6,-,-,-,-
11,Nicaragua,11.2016,92,41,44.6,-,-,-,-
12,South Africa,05.2014,388,170,43.8,05.2014,54,19,35.2
13,Andorra,04.2019,28,12,42.9,-,-,-,-
14,Senegal,07.2017,165,69,41.8,-,-,-,-
15,Norway,09.2017,169,69,40.8,-,-,-,-
16,New Zealand,09.2017,120,48,40,-,-,-,-
17,France,06.2017,577,229,39.7,09.2017,348,112,32.2
18,Mozambique,10.2014,250,99,39.6,-,-,-,-
19,Argentina,10.2017,255,99,38.8,10.2017,72,30,41.7
“,Ethiopia,05.2015,547,212,38.8,10.2015,153,49,32
21,Timor-Leste,05.2018,65,25,38.5,-,-,-,-
22,North Macedonia,12.2016,120,46,38.3,-,-,-,-
23,Iceland,10.2017,63,24,38.1,-,-,-,-
24,Belgium,05.2014,150,57,38,05.2014,60,26,43.3
“,Ecuador,02.2017,137,52,38,-,-,-,-
26,Serbia,04.2016,247,93,37.7,-,-,-,-
27,Denmark,06.2015,179,67,37.4,-,-,-,-
28,Austria,10.2017,183,68,37.2,-,61,22,36.1
29,United Republic of Tanzania,10.2015,393,145,36.9,-,-,-,-
30,Burundi,06.2015,121,44,36.4,07.2015,39,18,46.2
31,Tunisia,10.2014,217,78,35.9,-,-,-,-
32,Italy,03.2018,630,225,35.7,03.2018,320,110,34.4
33,Uganda,02.2016,459,160,34.9,-,-,-,-
34,Portugal,10.2015,230,80,34.8,-,-,-,-
35,Belarus,09.2016,110,38,34.6,09.2016,56,17,30.4
36,Monaco,02.2018,24,8,33.3,-,-,-,-
37,Nepal,11.2017,275,90,32.7,02.2018,59,22,37.3
38,Switzerland,10.2015,200,65,32.5,10.2015,46,7,15.2
39,United Kingdom,06.2017,650,208,32,-,789,208,26.4
40,Guyana,05.2015,69,22,31.9,-,-,-,-
“,Zimbabwe,07.2018,270,86,31.9,07.2018,80,35,43.8
42,Netherlands,03.2017,150,47,31.3,05.2015,75,27,36
43,Cameroon,09.2013,180,56,31.1,03.2018,100,26,26
44,El Salvador,03.2018,84,26,31,-,-,-,-
“,Trinidad and Tobago,09.2015,42,13,31,09.2015,31,11,35.5
46,Germany,09.2017,709,219,30.9,-,69,27,39.1
47,Angola,08.2017,220,66,30,-,-,-,-
“,Australia,07.2016,150,45,30,07.2016,76,30,39.5
“,Latvia,10.2018,100,30,30,-,-,-,-
“,Peru,04.2016,130,39,30,-,-,-,-
51,Estonia,03.2019,101,30,29.7,-,-,-,-
52,Philippines,05.2016,292,86,29.5,05.2016,24,6,25
53,Suriname,05.2015,51,15,29.4,-,-,-,-
54,Albania,06.2017,140,41,29.3,-,-,-,-
55,Poland,10.2015,460,134,29.1,10.2015,100,14,14
56,South Sudan,08.2016,383,109,28.5,08.2011,50,6,12
57,Afghanistan,10.2018,211,59,28,01.2015,68,17,25
58,Lao People's Democratic Republic,03.2016,149,41,27.5,-,-,-,-
59,Kazakhstan,03.2016,107,29,27.1,06.2017,47,5,10.6
60,Canada,10.2015,334,90,27,-,105,49,46.7
61,Dominican Republic,05.2016,190,51,26.8,05.2016,32,3,9.4
62,Viet Nam,05.2016,494,132,26.7,-,-,-,-
63,Djibouti,02.2018,65,17,26.2,-,-,-,-
64,Algeria,05.2017,462,119,25.8,12.2018,132,9,6.8
“,Bulgaria,03.2017,240,62,25.8,-,-,-,-
66,Republic of Moldova,02.2019,101,26,25.7,-,-,-,-
