Source: Inter-Parliamentary Union Open Data,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Date: 2023-01-08,,,,,,,,,
Ranking as of 1st April 2022,,,,,,,,,
,,,,,,,,,
Rank,Country,Lower or single House,,,,Upper chamber,,,
,,Elections,Seats*,Women,% W,Elections,Seats*,Women,% W
1,Rwanda,09.2018,80,49,61.3,09.2019,26,9,34.6
2,Cuba,03.2018,586,313,53.4,-,-,-,-
3,Nicaragua,11.2021,91,46,50.6,-,-,-,-
4,Mexico,06.2021,500,250,50,07.2018,128,63,49.2
“,United Arab Emirates,10.2019,40,20,50,-,-,-,-
6,New Zealand,10.2020,120,59,49.2,-,-,-,-
7,Iceland,09.2021,63,30,47.6,-,-,-,-
8,Costa Rica,02.2022,57,27,47.4,-,-,-,-
9,South Africa,05.2019,397,186,46.9,05.2019,54,20,37
10,Grenada,03.2018,15,7,46.7,04.2018,13,2,15.4
11,Andorra,04.2019,28,13,46.4,-,-,-,-
12,Bolivia (Plurinational State of),10.2020,130,60,46.2,10.2020,36,20,55.6
13,Sweden,09.2018,349,161,46.1,-,-,-,-
14,Finland,04.2019,200,91,45.5,-,-,-,-
15,Norway,09.2021,169,76,45,-,-,-,-
16,Argentina,11.2021,257,115,44.8,11.2021,72,31,43.1
17,Namibia,11.2019,104,46,44.2,12.2020,42,6,14.3
18,Spain,11.2019,349,150,43,11.2019,265,104,39.3
19,Senegal,07.2017,164,70,42.7,-,-,-,-
20,Switzerland,10.2019,200,85,42.5,10.2019,46,13,28.3
21,Mozambique,10.2019,250,106,42.4,-,-,-,-
22,Belgium,05.2019,150,63,42,07.2019,60,29,48.3
23,North Macedonia,07.2020,120,50,41.7,-,-,-,-
24,Austria,09.2019,183,76,41.5,-,61,25,41
“,Ethiopia,06.2021,470,195,41.5,10.2021,144,44,30.6
26,Netherlands,03.2021,150,61,40.7,05.2019,75,24,32
27,Republic of Moldova,07.2021,101,41,40.6,-,-,-,-
28,Belarus,11.2019,110,44,40,11.2019,60,15,25
“,Peru,04.2021,130,52,40,-,-,-,-
“,Serbia,06.2020,250,100,40,-,-,-,-
“,Timor-Leste,05.2018,65,26,40,-,-,-,-
32,Denmark,06.2019,179,71,39.7,-,-,-,-
33,France,06.2017,577,228,39.5,09.2020,348,122,35.1
34,Cabo Verde,04.2021,72,28,38.9,-,-,-,-
35,Ecuador,02.2021,137,53,38.7,-,-,-,-
36,Burundi,05.2020,123,47,38.2,07.2020,39,16,41
37,Portugal,01.2022,230,85,37,-,-,-,-
38,United Republic of Tanzania,10.2020,388,143,36.9,-,-,-,-
39,Italy,03.2018,630,229,36.4,03.2018,320,112,35
40,Albania,04.2021,140,50,35.7,-,-,-,-
41,Armenia,06.2021,107,38,35.5,-,-,-,-
“,Chile,11.2021,155,55,35.5,11.2021,50,12,24
43,Guyana,03.2020,65,23,35.4,-,-,-,-
44,Germany,09.2021,736,257,34.9,-,71,24,33.8
45,United Kingdom,12.2019,649,224,34.5,-,776,222,28.6
46,Dominica,12.2019,32,11,34.4,-,-,-,-
47,Cameroon,02.2020,180,61,33.9,03.2018,100,26,26
48,Uganda,01.2021,556,188,33.8,-,-,-,-
49,Nepal,11.2017,271,91,33.6,01.2022,59,22,37.3
50,Luxembourg,10.2018,60,20,33.3,-,-,-,-
“,Monaco,02.2018,24,8,33.3,-,-,-,-
“,San Marino,12.2019,60,20,33.3,-,-,-,-
“,Uzbekistan,12.2019,144,48,33.3,01.2020,100,23,23
54,South Sudan,05.2021,550,178,32.4,08.2021,84,27,32.1
55,Croatia,07.2020,151,48,31.8,-,-,-,-
56,Chad,09.2021,93,29,31.2,-,-,-,-
57,Australia,05.2019,151,47,31.1,05.2019,75,40,53.3
58,Zimbabwe,07.2018,265,81,30.6,07.2018,77,34,44.2
59,Canada,09.2021,338,103,30.5,-,92,45,48.9
60,Viet Nam,05.2021,499,151,30.3,-,-,-,-
61,Israel,03.2021,120,36,30,-,-,-,-
62,Angola,08.2017,220,65,29.6,-,-,-,-
“,Guinea,01.2022,81,24,29.6,-,-,-,-
64,Suriname,05.2020,51,15,29.4,-,-,-,-
65,Singapore,07.2020,103,30,29.1,-,-,-,-
66,Colombia,03.2022,187,54,28.9,03.2022,108,32,29.6
“,Iraq,10.2021,329,95,28.9,-,-,-,-
“,Slovenia,06.2018,90,26,28.9,11.2017,40,4,10
69,Jamaica,09.2020,63,18,28.6,09.2020,21,8,38.1
70,Lithuania,10.2020,141,40,28.4,-,-,-,-
71,Poland,10.2019,460,130,28.3,10.2019,100,24,24
72,United States of America,11.2020,430,121,28.1,11.2020,100,24,24
73,Liechtenstein,02.2021,25,7,28,-,-,-,-
74,Dominican Republic,07.2020,190,53,27.9,07.2020,32,4,12.5
“,Malta,03.2022,79,22,27.9,-,-,-,-
76,Egypt,10.2020,592,164,27.7,08.2020,300,40,13.3
“,Philippines,05.2019,307,85,27.7,05.2019,24,7,29.2
78,El Salvador,02.2021,84,23,27.4,-,-,-,-
“,Kazakhstan,01.2021,106,29,27.4,08.2020,48,9,18.8
80,Honduras,11.2021,128,35,27.3,-,-,-,-
81,Montenegro,08.2020,81,22,27.2,-,-,-,-
82,Latvia,10.2018,100,27,27,-,-,-,-
“,Tajikistan,03.2020,63,17,27,03.2020,31,8,25.8
84,Barbados,01.2022,30,8,26.7,02.2022,19,8,42.1
85,Mali,12.2020,121,32,26.5,-,-,-,-
86,Tunisia,10.2019,217,57,26.3,-,-,-,-
87,Bosnia and Herzegovina,10.2018,42,11,26.2,02.2019,15,3,20
“,Djibouti,02.2018,65,17,26.2,-,-,-,-
