Rank,Country,Lower or single House,Lower or single House.1,Lower or single House.2,Lower or single House.3,Upper House or Senate,Upper House or Senate.1,Upper House or Senate.2,Upper House or Senate.3
Rank,Country,Elections,Seats*,Women,% W,Elections,Seats*,Women,% W
1,Rwanda,16.09.2013,80,49,61.3%,26.09.2011,26,10,38.5%
2,Bolivia,12.10.2014,130,69,53.1%,12.10.2014,36,17,47.2%
3,Cuba,03.02.2013,612,299,48.9%,---,---,---,---
4,Nicaragua,06.11.2016,92,42,45.7%,---,---,---,---
5,Sweden,14.09.2014,349,152,43.6%,---,---,---,---
6,Mexico,07.06.2015,500,213,42.6%,01.07.2012,128,47,36.7%
7,South Africa 1,07.05.2014,394,166,42.1%,21.05.2014,54,19,35.2%
8,Finland,19.04.2015,200,84,42.0%,---,---,---,---
9,Senegal,30.07.2017,165,69,41.8%,---,---,---,---
10,Norway,11.09.2017,169,70,41.4%,---,---,---,---
11,Namibia,29.11.2014,104,43,41.3%,08.12.2015,42,10,23.8%
12,Mozambique,15.10.2014,250,99,39.6%,---,---,---,---
13,Spain,26.06.2016,350,137,39.1%,26.06.2016,266,101,38.0%
14,France,11.06.2017,577,225,39.0%,24.09.2017,348,102,29.3%
15,Argentina,22.10.2017,257,100,38.9%,22.10.2017,72,30,41.7%
16,Ethiopia,24.05.2015,547,212,38.8%,05.10.2015,153,49,32.0%
17,New Zealand,23.09.2017,120,46,38.3%,---,---,---,---
18,Iceland,28.10.2017,63,24,38.1%,---,---,---,---
19,Belgium,25.05.2014,150,57,38.0%,03.07.2014,60,30,50.0%
"""",Ecuador,19.02.2017,137,52,38.0%,---,---,---,---
21,The F.Y.R. of Macedonia,11.12.2016,120,45,37.5%,---,---,---,---
22,Denmark,18.06.2015,179,67,37.4%,---,---,---,---
23,United Republic of Tanzania,25.10.2015,390,145,37.2%,---,---,---,---
24,Slovenia,13.07.2014,90,33,36.7%,22.11.2017,39,4,10.3%
25,Burundi,29.06.2015,121,44,36.4%,24.07.2015,43,18,41.9%
26,Netherlands,15.03.2017,150,54,36.0%,26.05.2015,75,26,34.7%
27,Costa Rica,02.02.2014,57,20,35.1%,---,---,---,---
28,Portugal,04.10.2015,230,80,34.8%,---,---,---,---
29,Belarus,11.09.2016,110,38,34.5%,30.08.2012,56,17,30.4%
30,Austria,15.10.2017,183,63,34.4%,N.A.,61,19,31.1%
"""",Serbia,24.04.2016,250,86,34.4%,---,---,---,---
32,Uganda,18.02.2016,449,154,34.3%,---,---,---,---
33,Grenada,19.02.2013,15,5,33.3%,27.03.2013,13,2,15.4%
34,Zimbabwe,31.07.2013,264,86,32.6%,31.07.2013,79,38,48.1%
35,Switzerland,18.10.2015,200,65,32.5%,23.10.2011,46,7,15.2%
36,Timor-Leste,22.07.2017,65,21,32.3%,---,---,---,---
37,Andorra,01.03.2015,28,9,32.1%,---,---,---,---
"""",El Salvador,01.03.2015,84,27,32.1%,---,---,---,---
39,United Kingdom,08.06.2017,650,208,32.0%,N.A.,805,207,25.7%
40,Guyana,11.05.2015,69,22,31.9%,---,---,---,---
41,Tunisia,26.10.2014,217,68,31.3%,---,---,---,---
42,Cameroon,30.09.2013,180,56,31.1%,14.04.2013,100,20,20.0%
43,Italy,24.02.2013,630,195,31.0%,24.02.2013,320,91,28.4%
"""",Trinidad and Tobago,07.09.2015,42,13,31.0%,23.09.2015,31,9,29.0%
45,Germany,24.09.2017,709,218,30.7%,N.A.,69,27,39.1%
46,Angola,23.08.2017,220,67,30.5%,---,---,---,---
"""",Sudan,13.04.2015,426,130,30.5%,01.06.2015,54,19,35.2%
48,Philippines,09.05.2016,292,86,29.5%,09.05.2016,24,6,25.0%
