Rank,Country,Elections,Seats*,Women,% W,Elections.1,Seats*.1,Women.1,% W.1
1,Rwanda,10 2003,80,39,48.80%,9 2003,26,9,34.60%
2,Sweden,9 2006,349,164,47.00%,---,---,---,---
3,Cuba,1 2008,614,265,43.20%,---,---,---,---
4,Finland,3 2007,200,83,41.50%,---,---,---,---
5,Argentina,10 2007,255,102,40.00%,10 2007,72,28,38.90%
6,Netherlands,11 2006,150,59,39.30%,5 2007,75,26,34.70%
7,Denmark,11 2007,179,68,38.00%,---,---,---,---
8,Costa Rica,2 2006,57,21,36.80%,---,---,---,---
9,Spain,3 2004,350,128,36.60%,3 2004,259,60,23.20%
10,Norway,9 2005,169,61,36.10%,---,---,---,---
11,Belgium,6 2007,150,53,35.30%,6 2007,71,27,38.00%
12,Mozambique,12 2004,250,87,34.80%,---,---,---,---
13,Iceland,5 2007,63,21,33.30%,---,---,---,---
14,New Zealand,9 2005,121,40,33.10%,---,---,---,---
15,South Africa 1,4 2004,400,132,33.00%,4 2004,54,22,40.70%
16,Austria,10 2006,183,60,32.80%,,61,15,24.60%
17,Germany,9 2005,613,194,31.60%,,69,15,21.70%
18,Uganda,2 2006,332,102,30.70%,---,---,---,---
19,Burundi,7 2005,118,36,30.50%,7 2005,49,17,34.70%
20,United Republic of Tanzania,12 2005,319,97,30.40%,---,---,---,---
21,Peru,4 2006,120,35,29.20%,---,---,---,---
"""",The F.Y.R. of Macedonia,7 2006,120,35,29.20%,---,---,---,---
"""",Timor-Leste,6 2007,65,19,29.20%,---,---,---,---
22,Belarus,10 2004,110,32,29.10%,11 2004,58,18,31.00%
23,Guyana,8 2006,69,20,29.00%,---,---,---,---
24,Switzerland,10 2007,200,57,28.50%,10 2007,46,10,21.70%
25,Portugal,2 2005,230,65,28.30%,---,---,---,---
26,Afghanistan,9 2005,242,67,27.70%,9 2005,102,22,21.60%
27,Namibia,11 2004,78,21,26.90%,11 2004,26,7,26.90%
28,Trinidad and Tobago,11 2007,41,11,26.80%,12 2007,31,13,41.90%
29,Australia,11 2007,150,40,26.70%,11 2007,76,27,35.50%
"""",Grenada,11 2003,15,4,26.70%,11 2003,13,4,30.80%
30,Viet Nam,5 2007,493,127,25.80%,---,---,---,---
31,Kyrgyzstan,12 2007,90,23,25.60%,---,---,---,---
32,Iraq,12 2005,275,70,25.50%,---,---,---,---
"""",Suriname,5 2005,51,13,25.50%,---,---,---,---
33,Lao People's Democratic Republic,4 2006,115,29,25.20%,---,---,---,---
34,Andorra,4 2005,28,7,25.00%,---,---,---,---
"""",Ecuador,10 2006,100,25,25.00%,---,---,---,---
"""",Lesotho,2 2007,120,30,25.00%,3 2007,31,9,29.00%
"""",Monaco,2 2008,24,6,25.00%,---,---,---,---
35,Singapore,5 2006,94,23,24.50%,---,---,---,---
36,Liechtenstein,3 2005,25,6,24.00%,---,---,---,---
37,Seychelles,5 2007,34,8,23.50%,---,---,---,---
38,Honduras,11 2005,128,30,23.40%,---,---,---,---
39,Luxembourg,6 2004,60,14,23.30%,---,---,---,---
40,Mexico,7 2006,500,116,23.20%,7 2006,128,23,18.00%
41,Tunisia,10 2004,189,43,22.80%,7 2005,111,17,15.30%
42,Lithuania,10 2004,141,32,22.70%,---,---,---,---
43,Pakistan,2 2008,338,76,22.50%,3 2006,100,17,17.00%
"""",United Arab Emirates,12 2006,40,9,22.50%,---,---,---,---
44,Mauritania,11 2006,95,21,22.10%,1 2007,56,9,16.10%
45,Eritrea,2 1994,150,33,22.00%,---,---,---,---
"""",Senegal,6 2007,150,33,22.00%,8 2007,100,40,40.00%
46,Ethiopia,5 2005,529,116,21.90%,10 2005,112,21,18.80%
47,Republic of Moldova,3 2005,101,22,21.80%,---,---,---,---
48,Bulgaria,6 2005,240,52,21.70%,---,---,---,---
49,Canada,1 2006,305,65,21.30%,,93,32,34.40%
50,Croatia,11 2007,153,32,20.90%,---,---,---,---
51,Estonia,3 2007,101,21,20.80%,---,---,---,---
52,China,2 2003,2963,611,20.60%,---,---,---,---
53,Philippines,5 2007,239,49,20.50%,5 2007,23,4,17.40%
54,Serbia,1 2007,250,51,20.40%,---,---,---,---
55,Poland,10 2007,460,93,20.20%,10 2007,100,8,8.00%
56,Democratic People's Republic of Korea,8 2003,687,138,20.10%,---,---,---,---
57,Latvia,10 2006,100,20,20.00%,---,---,---,---
58,Dominican Republic,5 2006,178,35,19.70%,5 2006,32,1,3.10%
59,Cambodia,7 2003,123,24,19.50%,1 2006,61,9,14.80%
"""",United Kingdom,5 2005,646,126,19.50%,,750,148,19.70%
60,Guinea,6 2002,114,22,19.30%,---,---,---,---
"""",Slovakia,6 2006,150,29,19.30%,---,---,---,---
61,Venezuela,12 2005,167,31,18.60%,---,---,---,---
