Source: Inter-Parliamentary Union Open Data,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Date: 2023-02-19,,,,,,,,,
Ranking as of 1st December 2022,,,,,,,,,
,,,,,,,,,
Rank,Country,Lower or single House,,,,Upper chamber,,,
,,Elections,Seats*,Women,% W,Elections,Seats*,Women,% W
1,Rwanda,09.2018,80,49,61.3,09.2019,26,9,34.6
2,Cuba,03.2018,586,313,53.4,-,-,-,-
3,Nicaragua,11.2021,91,47,51.7,-,-,-,-
4,New Zealand,10.2020,119,60,50.4,-,-,-,-
5,Mexico,06.2021,500,250,50,07.2018,128,63,49.2
“,United Arab Emirates,10.2019,40,20,50,-,-,-,-
7,Iceland,09.2021,63,30,47.6,-,-,-,-
8,Costa Rica,02.2022,57,27,47.4,-,-,-,-
9,South Africa,05.2019,400,186,46.5,05.2019,54,20,37
10,Andorra,04.2019,28,13,46.4,-,-,-,-
“,Sweden,09.2022,349,162,46.4,-,-,-,-
12,Bolivia (Plurinational State of),10.2020,130,60,46.2,10.2020,36,20,55.6
13,Finland,04.2019,200,91,45.5,-,-,-,-
14,Norway,09.2021,169,76,45,-,-,-,-
15,Argentina,11.2021,257,115,44.8,11.2021,72,31,43.1
16,Namibia,11.2019,104,46,44.2,12.2020,42,6,14.3
“,Senegal,07.2022,165,73,44.2,-,-,-,-
18,Denmark,11.2022,179,78,43.6,-,-,-,-
19,Spain,11.2019,349,150,43,11.2019,265,104,39.3
20,Belgium,05.2019,150,64,42.7,07.2019,60,29,48.3
21,Mozambique,10.2019,250,106,42.4,-,-,-,-
22,North Macedonia,07.2020,120,50,41.7,-,-,-,-
23,Ethiopia,06.2021,470,195,41.5,10.2021,144,44,30.6
“,Switzerland,10.2019,200,83,41.5,10.2019,46,13,28.3
25,Austria,09.2019,183,75,41,-,61,25,41
26,Netherlands,03.2021,150,61,40.7,05.2019,75,24,32
27,Republic of Moldova,07.2021,101,41,40.6,-,-,-,-
28,Belarus,11.2019,110,44,40,11.2019,60,15,25
“,Peru,04.2021,130,52,40,-,-,-,-
“,Slovenia,04.2022,90,36,40,11.2022,40,7,17.5
“,Timor-Leste,05.2018,65,26,40,-,-,-,-
32,Cabo Verde,04.2021,72,28,38.9,-,-,-,-
33,Ecuador,02.2021,137,53,38.7,-,-,-,-
34,Australia,05.2022,151,58,38.4,05.2022,76,43,56.6
35,Burundi,05.2020,123,47,38.2,07.2020,39,16,41
36,France,06.2022,577,215,37.3,09.2020,348,122,35.1
37,Portugal,01.2022,230,85,37,-,-,-,-
38,United Republic of Tanzania,10.2020,388,143,36.9,-,-,-,-
39,Serbia,04.2022,238,87,36.6,-,-,-,-
40,Albania,04.2021,140,50,35.7,-,-,-,-
41,Armenia,06.2021,107,38,35.5,-,-,-,-
“,Chile,11.2021,155,55,35.5,11.2021,50,12,24
43,Guyana,03.2020,65,23,35.4,-,-,-,-
44,Germany,09.2021,736,257,34.9,-,71,24,33.8
45,United Kingdom,12.2019,648,224,34.6,-,776,222,28.6
46,Dominica,12.2019,32,11,34.4,-,-,-,-
47,Cameroon,02.2020,180,61,33.9,03.2018,100,26,26
48,Uganda,01.2021,556,188,33.8,-,-,-,-
49,Angola,08.2022,220,74,33.6,-,-,-,-
50,Luxembourg,10.2018,60,20,33.3,-,-,-,-
“,Monaco,02.2018,24,8,33.3,-,-,-,-
“,San Marino,12.2019,60,20,33.3,-,-,-,-
“,Uzbekistan,12.2019,144,48,33.3,01.2020,100,23,23
54,Nepal,11.2022,275,91,33.1,01.2022,59,22,37.3
55,South Sudan,05.2021,550,178,32.4,08.2021,84,27,32.1
56,Italy,09.2022,400,129,32.3,09.2022,206,71,34.5
57,Croatia,07.2020,151,48,31.8,-,-,-,-
58,Grenada,06.2022,16,5,31.3,08.2022,13,4,30.8
“,Saint Kitts and Nevis,08.2022,16,5,31.3,-,-,-,-
60,Equatorial Guinea,11.2022,100,31,31,11.2022,74,16,21.6
61,Zimbabwe,07.2018,265,81,30.6,07.2018,77,34,44.2
62,Canada,09.2021,338,103,30.5,-,93,48,51.6
63,Viet Nam,05.2021,499,151,30.3,-,-,-,-
64,Latvia,10.2022,100,30,30,-,-,-,-
65,Guinea,01.2022,81,24,29.6,-,-,-,-
66,Suriname,05.2020,51,15,29.4,-,-,-,-
67,Singapore,07.2020,103,30,29.1,-,-,-,-
68,Colombia,03.2022,187,54,28.9,03.2022,108,32,29.6
“,Iraq,10.2021,329,95,28.9,-,-,-,-
70,United States of America,11.2022,432,124,28.7,11.2022,99,25,25.3
71,Jamaica,09.2020,63,18,28.6,09.2020,21,8,38.1
“,Mali,12.2020,147,42,28.6,-,-,-,-
73,Lithuania,10.2020,141,40,28.4,-,-,-,-
74,Poland,10.2019,460,130,28.3,10.2019,100,24,24
75,Liechtenstein,02.2021,25,7,28,-,-,-,-
76,Dominican Republic,07.2020,190,53,27.9,07.2020,32,4,12.5
“,Malta,03.2022,79,22,27.9,-,-,-,-
78,Egypt,10.2020,591,163,27.6,08.2020,300,40,13.3
79,El Salvador,02.2021,84,23,27.4,-,-,-,-
“,Kazakhstan,01.2021,106,29,27.4,08.2020,48,9,18.8
81,Honduras,11.2021,128,35,27.3,-,-,-,-
“,Philippines,05.2022,311,85,27.3,05.2022,24,7,29.2
83,Montenegro,08.2020,81,22,27.2,-,-,-,-
84,Tajikistan,03.2020,63,17,27,03.2020,31,8,25.8
85,Barbados,01.2022,30,8,26.7,02.2022,19,8,42.1
86,Lesotho,10.2022,121,32,26.5,11.2022,33,8,24.2
87,Tunisia,10.2019,217,57,26.3,-,-,-,-
88,Djibouti,02.2018,65,17,26.2,-,-,-,-
“,Trinidad and Tobago,08.2020,42,11,26.2,08.2020,32,13,40.6
90,Chad,09.2021,197,51,25.9,-,-,-,-
“,Niger,12.2020,166,43,25.9,-,-,-,-
“,Turkmenistan,03.2018,116,30,25.9,03.2021,55,14,25.5
93,Estonia,03.2019,101,26,25.7,-,-,-,-
94,Czech Republic,10.2021,200,51,25.5,09.2022,81,15,18.5
95,Uruguay,10.2019,99,25,25.3,10.2019,31,10,32.3
96,China,03.2018,2975,742,24.9,-,-,-,-
97,Bulgaria,10.2022,240,58,24.2,-,-,-,-
98,Morocco,09.2021,395,95,24.1,10.2021,120,15,12.5
99,Kenya,08.2022,350,82,23.4,08.2022,66,21,31.8
100,Israel,11.2022,120,28,23.3,-,-,-,-
101,Ireland,02.2020,160,37,23.1,03.2020,59,23,39
102,Malawi,05.2019,192,44,22.9,-,-,-,-
“,Seychelles,10.2020,35,8,22.9,-,-,-,-
104,Panama,05.2019,71,16,22.5,-,-,-,-
105,Lao People's Democratic Republic,02.2021,164,36,22,-,-,-,-
106,Indonesia,04.2019,575,126,21.9,-,-,-,-
107,Slovakia,02.2020,150,32,21.3,-,-,-,-
108,Greece,07.2019,300,63,21,-,-,-,-
109,Bangladesh,12.2018,350,73,20.9,-,-,-,-
110,Cambodia,07.2018,125,26,20.8,02.2018,62,10,16.1
111,Kyrgyzstan,11.2021,88,18,20.5,-,-,-,-
“,Pakistan,07.2018,342,70,20.5,03.2021,100,19,19
113,Mauritania,09.2018,153,31,20.3,-,-,-,-
“,Ukraine,07.2019,423,86,20.3,-,-,-,-
115,Bahrain,11.2022,40,8,20,11.2022,40,10,25
“,Mauritius,11.2019,70,14,20,-,-,-,-
117,Saudi Arabia,10.2020,151,30,19.9,-,-,-,-
118,Somalia,11.2021,274,54,19.7,07.2021,54,14,25.9
119,Fiji,11.2018,51,10,19.6,-,-,-,-
120,Guatemala,06.2019,160,31,19.4,-,-,-,-
121,Georgia,10.2020,147,28,19.1,-,-,-,-
“,Romania,12.2020,330,63,19.1,12.2020,136,25,18.4
123,Togo,12.2018,91,17,18.7,-,-,-,-
124,Republic of Korea,04.2020,295,55,18.6,-,-,-,-
125,Madagascar,05.2019,151,28,18.5,12.2020,18,2,11.1
126,Azerbaijan,02.2020,120,22,18.3,-,-,-,-
127,Saint Vincent and the Grenadines,11.2020,22,4,18.2,-,-,-,-
128,Bahamas,09.2021,39,7,18,10.2021,16,4,25
129,Brazil,10.2022,513,91,17.7,10.2022,81,13,16.1
130,Democratic People's Republic of Korea,03.2019,687,121,17.6,-,-,-,-
131,Paraguay,04.2018,80,14,17.5,04.2018,45,7,15.6
132,Bhutan,10.2018,46,8,17.4,04.2018,24,3,12.5
“,Türkiye,06.2018,582,101,17.4,-,-,-,-
134,Mongolia,06.2020,76,13,17.1,-,-,-,-
135,Burkina Faso,11.2022,71,12,16.9,-,-,-,-
136,Bosnia and Herzegovina,10.2022,42,7,16.7,02.2019,15,3,20
“,Comoros,01.2020,24,4,16.7,-,-,-,-
138,Libya,06.2014,170,28,16.5,-,-,-,-
139,Russian Federation,09.2021,450,73,16.2,-,169,37,21.9
140,Thailand,03.2019,489,77,15.8,05.2019,248,26,10.5
141,Gabon,10.2018,143,22,15.4,01.2021,67,16,23.9
142,Zambia,08.2021,166,25,15.1,-,-,-,-
143,India,04.2019,542,81,14.9,03.2022,237,33,13.9
144,Congo,07.2022,151,22,14.6,08.2017,69,13,18.8
“,Ghana,12.2020,275,40,14.6,-,-,-,-
“,Sao Tome and Principe,09.2022,55,8,14.6,-,-,-,-
147,Cyprus,05.2021,56,8,14.3,-,-,-,-
148,Côte d'Ivoire,03.2021,254,36,14.2,03.2018,99,19,19.2
149,Hungary,04.2022,199,28,14.1,-,-,-,-
150,Guinea-Bissau,03.2019,102,14,13.7,-,-,-,-
151,Malaysia,11.2022,221,30,13.6,-,55,10,18.2
152,Eswatini,09.2018,74,10,13.5,10.2018,30,12,40
153,Samoa,04.2021,54,7,13,-,-,-,-
154,Central African Republic,12.2020,140,18,12.9,-,-,-,-
155,Democratic Republic of the Congo,12.2018,500,64,12.8,03.2019,109,26,23.9
156,Belize,11.2020,32,4,12.5,12.2020,14,5,35.7
157,Jordan,11.2020,130,16,12.3,10.2022,65,10,15.4
“,Sierra Leone,03.2018,146,18,12.3,-,-,-,-
159,Syrian Arab Republic,07.2020,250,28,11.2,-,-,-,-
160,Antigua and Barbuda,03.2018,18,2,11.1,03.2018,17,9,52.9
“,Botswana,10.2019,63,7,11.1,-,-,-,-
“,Saint Lucia,07.2021,18,2,11.1,08.2021,11,5,45.5
163,Liberia,10.2017,73,8,11,12.2020,30,2,6.7
164,Nauru,09.2022,19,2,10.5,-,-,-,-
165,Japan,10.2021,464,46,9.9,07.2022,248,64,25.8
166,Brunei Darussalam,01.2017,33,3,9.1,-,-,-,-
167,Gambia (The),04.2022,58,5,8.6,-,-,-,-
168,Algeria,06.2021,407,33,8.1,02.2022,164,7,4.3
169,Solomon Islands,04.2019,50,4,8,-,-,-,-
170,Benin,04.2019,81,6,7.4,-,-,-,-
171,Micronesia (Federated States of),03.2021,14,1,7.1,-,-,-,-
172,Kiribati,04.2020,45,3,6.7,-,-,-,-
173,Kuwait,09.2022,64,4,6.3,-,-,-,-
“,Lebanon,05.2022,128,8,6.3,-,-,-,-
“,Palau,11.2020,16,1,6.3,11.2020,13,1,7.7
“,Tuvalu,09.2019,16,1,6.3,-,-,-,-
177,Marshall Islands,11.2019,33,2,6.1,-,-,-,-
178,Iran (Islamic Republic of),02.2020,286,16,5.6,-,-,-,-
179,Sri Lanka,08.2020,225,12,5.3,-,-,-,-
180,Maldives,04.2019,87,4,4.6,-,-,-,-
181,Qatar,10.2021,45,2,4.4,-,-,-,-
182,Tonga,11.2021,27,1,3.7,-,-,-,-
183,Nigeria,02.2019,360,13,3.6,02.2019,109,8,7.3
184,Oman,10.2019,86,2,2.3,11.2019,85,15,17.7
185,Vanuatu,10.2022,52,1,1.9,-,-,-,-
186,Papua New Guinea,07.2022,115,2,1.7,-,-,-,-
187,Yemen,04.2003,250,0,0,04.2001,90,1,1.1
,Eritrea,02.1994,-,-,-,-,-,-,-
,Haiti,08.2015,-,-,-,11.2016,10,0,0
,Venezuela (Bolivarian Republic of),12.2015,-,-,-,-,-,-,-
Suspended,Afghanistan,-,-,-,-,-,-,-,-
Suspended,Myanmar,-,-,-,-,-,-,-,-
Suspended,Sudan,-,-,-,-,-,-,-,-
